id,order_date,ship_mode,customer_id,sales
146913,10/31/2016,Standard,SF-20965,1403.92
146934,5/22/2016,Standard,AF-10870,1562.086
146941,12/10/2016,First,DL-13315,442.5
147067,12/18/2016,Standard,JD-16150,18.84
147109,12/17/2016,Standard,AH-10075,217.44
147123,12/10/2016,First,SJ-20125,80.28
147137,7/4/2016,First,AA-10645,1376.445
147256,10/17/2016,Second,FC-14245,2377.56
147368,6/9/2016,First,TC-21295,695.7
147375,6/12/2016,Second,PO-19180,1321.467
147417,7/25/2016,First,CB-12415,1439.976
147431,2/2/2016,Standard,AB-10105,117.96
147473,5/30/2016,Standard,NL-18310,38.88
147536,12/26/2016,Standard,AR-10510,89.97
147578,4/22/2016,Second,PG-18895,31.56
147585,11/7/2016,Standard,CB-12535,14.82
147683,11/13/2016,Standard,PO-19180,19.54
147970,1/31/2016,Second,AB-10150,15.552
148096,8/16/2016,First,AO-10810,161.28
148201,8/26/2016,Second,CC-12145,6.48
148208,1/22/2016,Standard,BT-11530,165.552
148516,8/7/2016,Standard,DW-13585,179.97
148593,6/16/2016,Second,BD-11320,46.35
148684,12/25/2016,Standard,TS-21655,870.04
148698,5/2/2016,Standard,BD-11770,86.352
148740,11/15/2016,Standard,AH-10690,361.376
148747,9/25/2016,First,AS-10045,477.666
148796,4/14/2016,Standard,PB-19150,383.8
148852,5/26/2016,Standard,SV-20785,1119.148
148908,11/5/2016,First,JH-15985,53.248
149111,4/17/2016,Second,BF-11170,55.416
149195,9/5/2016,Second,DM-13525,52.096
149223,9/6/2016,Standard,ER-13855,77.88
149237,5/26/2016,Standard,CM-12235,26.94
149272,3/15/2016,Standard,MY-18295,550.816
149279,4/24/2016,Standard,CL-12700,1344.42
149314,7/2/2016,Second,GB-14530,195.184
149335,7/25/2016,Same Day,BC-11125,37.17
149349,11/12/2016,First,SP-20650,22.752
149370,9/15/2016,Standard,DB-13210,5.344
149454,7/25/2016,First,KM-16375,10.44
149461,11/13/2016,Standard,AS-10135,4.18
149482,11/14/2016,Standard,RR-19315,7.38
149503,12/9/2016,First,SP-20650,273.92
149671,6/5/2016,Standard,KB-16600,61.38
149685,10/8/2016,Standard,PM-19135,60.144
149762,12/3/2016,Standard,RD-19720,545.01
149783,9/4/2016,Second,DL-13315,131.104
149797,9/15/2016,Standard,AH-10075,841.568
149902,4/1/2016,Standard,DW-13540,88.04
149916,12/22/2016,Second,ED-13885,66.92
149965,6/20/2016,Standard,BS-11365,64.59
149979,9/23/2016,Second,RA-19915,487.22
150000,4/8/2016,Standard,PG-18820,17.92
150007,9/11/2016,Standard,AS-10090,7.908
150077,2/4/2016,Standard,MS-17365,90.48
150343,8/16/2016,Standard,PK-19075,10.86
150350,8/23/2016,Standard,MS-17770,1599.864
150483,5/31/2016,Standard,BP-11290,252.007
150658,11/17/2016,Standard,MS-17365,10.776
150889,3/20/2016,Second,PB-19105,11.992
150945,12/18/2016,Second,JK-16120,900.08
151092,8/6/2016,Standard,VG-21790,211.168
151141,8/20/2016,First,DW-13480,14.78
151148,9/12/2016,Same Day,PO-19180,230.088
151155,12/20/2016,Standard,AB-10255,34.34
151169,10/21/2016,Standard,MY-18295,7.92
151323,10/23/2016,Standard,AB-10255,17.05
151372,9/5/2016,First,JH-15985,112.12
151498,4/21/2016,First,DN-13690,8.32
151512,12/26/2016,Standard,SH-19975,18.72
151561,9/1/2016,Standard,PG-18820,744.15
151974,9/22/2016,Standard,RD-19660,16.52
152072,1/15/2016,Standard,Dp-13240,311.97
152121,11/27/2016,Second,CC-12670,271.992
152156,11/8/2016,Second,CG-12520,993.9
152163,7/1/2016,Same Day,JF-15355,85.5
152170,11/12/2016,Second,FH-14275,383.14
152247,11/7/2016,Standard,MA-17995,1603.136
152289,8/26/2016,First,LC-16930,1184.7
152331,6/26/2016,Standard,LD-16855,5.304
152408,5/15/2016,Standard,TT-21220,13.776
152457,9/12/2016,Standard,SC-20695,68.52
152471,7/8/2016,Same Day,ZD-21925,839.944
152520,7/8/2016,Standard,TH-21115,12.96
152534,6/20/2016,Second,DP-13105,44.04
152555,3/29/2016,Second,ME-17320,1702.38
152632,10/27/2016,Standard,JE-15475,40.2
152646,11/21/2016,Standard,TH-21235,32.4
152688,10/17/2016,First,NR-18550,436.96
152730,5/30/2016,Standard,EM-14140,1282.61
152765,6/15/2016,First,LS-17245,173.488
152800,4/13/2016,First,SP-20920,6.12
152814,4/28/2016,Standard,EH-14005,29.472
152940,11/10/2016,First,RO-19780,29.74
153101,9/8/2016,Same Day,PJ-19015,146.04
153157,9/11/2016,First,TB-21625,224.75
153178,9/14/2016,Standard,CL-12565,1111.418
153185,9/3/2016,Standard,MH-17620,30.96
153269,3/9/2016,First,PS-18760,435.85
153318,10/25/2016,First,JS-15595,783.96
153346,1/25/2016,First,TB-21355,27.21
153353,8/18/2016,Standard,GG-14650,39.99
153577,6/27/2016,Standard,KH-16330,577.122
153598,12/3/2016,First,NM-18520,1761.85
153661,1/30/2016,First,SC-20725,381.804
153682,5/30/2016,First,BG-11695,839.988
153836,10/30/2016,Standard,EH-13765,143.702
154018,10/13/2016,Standard,HA-14920,362.342
154053,3/4/2016,Standard,MG-17890,16.99
154060,5/2/2016,Standard,DL-12865,187.056
154067,2/1/2016,Standard,SM-20950,105.52
154081,5/22/2016,Standard,JE-15610,222.384
154235,9/24/2016,Standard,RD-19900,127.95
154403,5/23/2016,Standard,AP-10720,4.98
154508,11/16/2016,Standard,RD-19900,28.4
154536,9/5/2016,Standard,JC-15340,9.555
154662,6/9/2016,Standard,BF-11215,692.94
154690,8/15/2016,Second,CC-12370,225.296
154711,11/22/2016,Standard,TB-21355,72.892
154739,12/10/2016,Second,LH-17155,321.568
154767,6/28/2016,Second,BP-11155,475.86
154788,4/30/2016,Standard,JL-15835,7.712
154998,4/7/2016,First,ES-14080,37.94
155005,6/13/2016,Second,SC-20050,377.97
155033,10/7/2016,Standard,CC-12475,10.56
155138,9/8/2016,Standard,JM-15580,99.872
155166,12/26/2016,Standard,BB-11545,239.43
155187,9/24/2016,Second,LA-16780,83.66
155383,12/17/2016,Standard,SC-20680,46.53
155439,9/14/2016,Standard,PN-18775,25.92
155446,12/16/2016,Standard,TN-21040,21.21
155474,7/8/2016,Standard,CC-12220,127.28
155481,9/1/2016,Standard,DK-13225,71.156
155488,11/13/2016,Standard,FM-14290,44.02
155516,10/21/2016,Same Day,MK-17905,1179.27
155530,12/17/2016,Standard,CM-12160,2003.52
155551,4/18/2016,Standard,CR-12580,240.04
155565,5/28/2016,Same Day,EH-13765,54.9
155670,8/13/2016,Second,EM-14065,21.504
155747,6/14/2016,Standard,JS-15685,337.176
155845,8/12/2016,Second,CM-12235,1399.944
155978,8/1/2016,Same Day,TS-21205,1085.688
155992,10/1/2016,First,CC-12220,111.75
156251,8/13/2016,Second,TS-21160,250.48
156265,8/2/2016,Second,BF-11020,482.584
156300,12/29/2016,Standard,TB-21595,754.45
156503,10/14/2016,Standard,NC-18415,305.248
156573,5/29/2016,Standard,RB-19360,60.485
156685,7/8/2016,Second,SC-20230,911.256
156748,11/30/2016,Standard,BS-11755,933.95
156811,10/27/2016,Standard,BP-11095,68.952
157000,7/16/2016,Standard,AM-10360,57.24
157161,7/16/2016,Second,JD-15895,199.18
157217,7/19/2016,First,TC-21535,425.954
157245,5/19/2016,Standard,LE-16810,641.96
157259,12/24/2016,Standard,JM-15535,799.56
157266,5/26/2016,Standard,TB-21280,83.15
157280,11/5/2016,First,LW-17125,1120.73
157336,12/1/2016,Second,SJ-20500,840
157364,11/19/2016,First,LT-17110,18.48
157511,9/18/2016,First,SV-20365,107.396
157588,7/14/2016,Standard,AR-10570,88.15
157686,10/1/2016,First,BD-11620,194.848
157707,10/10/2016,First,CC-12610,227.658
157714,9/26/2016,Second,CS-12175,9.99
157742,12/29/2016,Second,KL-16645,27.792
157749,6/4/2016,Second,KL-16645,677.949
157763,7/18/2016,Standard,KH-16330,140.81
157791,12/23/2016,Second,CA-11965,1999.96
157868,12/23/2016,Standard,MC-17590,24.85
158001,8/23/2016,Standard,JP-15460,1091.44
158043,1/31/2016,Second,JK-15325,23.36
158099,9/3/2016,First,PK-18910,1422.252
158155,5/2/2016,Standard,EH-13765,330.82
158211,1/4/2016,Standard,BP-11185,109.252
158260,11/4/2016,Standard,CC-12475,686.4
158302,12/8/2016,Second,JB-16045,10.584
158358,3/4/2016,Standard,EM-13810,159.98
158435,5/17/2016,First,AG-10900,253.03
158547,5/30/2016,Standard,JM-16195,123.92
158568,8/29/2016,Standard,RB-19465,162.388
158575,11/18/2016,Standard,SB-20290,103.968
158610,9/19/2016,First,CK-12595,69.52
158617,9/22/2016,Standard,AC-10660,35.88
158694,11/10/2016,Second,AI-10855,1467.134
158778,9/5/2016,Standard,DB-13210,1024.637
158806,1/7/2016,Standard,NM-18520,48.996
158834,3/13/2016,First,TW-21025,361.104
158841,2/2/2016,Second,SE-20110,8805.04
158869,8/6/2016,First,AH-10690,70.88
158925,10/24/2016,Standard,JP-15460,15.552
159009,9/23/2016,Standard,DP-13105,197.968
159016,3/10/2016,First,KF-16285,4173.812
159023,11/3/2016,First,NW-18400,184.149
159142,4/4/2016,First,ME-17320,177.78
159212,11/1/2016,Standard,KM-16375,273.59
159345,6/17/2016,Standard,IG-15085,111.96
159373,3/13/2016,Standard,LT-17110,628.937
159639,11/27/2016,Standard,PC-18745,31.56
159653,5/22/2016,Same Day,JF-15490,14.73
159695,4/5/2016,Second,GM-14455,158.368
159730,9/17/2016,Standard,SJ-20125,219.472
159737,9/3/2016,Standard,CS-11950,8.808
159765,5/9/2016,Second,TH-21100,27.86
159891,1/31/2016,Standard,BF-11170,1396.35
159912,8/29/2016,Standard,GB-14530,419.87
159940,7/7/2016,Second,BF-11020,339.98
159989,12/9/2016,Standard,EB-13870,40.68
160108,12/8/2016,Standard,AG-10900,1085.87
160129,11/23/2016,Same Day,LS-17200,100.616
160136,11/3/2016,Standard,PJ-18835,9.248
160220,10/20/2016,Standard,JS-16030,338.54
160234,6/26/2016,Standard,PF-19225,135.95
160241,11/29/2016,Second,DR-12940,242.176
160304,1/2/2016,Standard,BM-11575,405.92
160479,9/15/2016,Standard,AH-10585,35.4
160486,12/30/2016,Standard,EH-14185,72.224
160500,5/5/2016,First,DM-13015,305.496
160535,11/25/2016,Standard,BP-11050,883.32
160598,8/26/2016,First,SV-20815,31.008
160717,6/6/2016,Standard,ME-17320,3528.488
160745,12/11/2016,Second,AR-10825,633.176
160815,9/5/2016,First,TR-21325,278.4
160941,7/21/2016,Standard,DK-12835,423.05
161025,12/3/2016,Standard,GM-14440,772.68
161095,6/28/2016,Same Day,CS-12250,41.32
161158,5/9/2016,Standard,PS-18970,8
161207,8/29/2016,Standard,AB-10060,27.93
161361,3/26/2016,Second,MV-17485,34.68
161389,12/5/2016,Standard,IM-15070,407.976
161473,4/1/2016,Standard,TB-21175,46.002
161543,5/10/2016,Standard,RD-19720,11.96
161662,2/7/2016,First,BE-11410,30.352
161669,11/7/2016,First,EM-14095,90.396
161676,7/18/2016,Standard,JP-15460,33.8
161746,10/21/2016,Standard,CS-11950,615.406
161781,9/29/2016,First,CC-12100,40.88
161816,4/28/2016,First,NB-18655,385.288
161907,4/5/2016,Standard,JH-16180,887.966
161928,6/27/2016,Second,AC-10660,201.584
162082,3/14/2016,First,JS-15880,392.06
162110,7/18/2016,Standard,NP-18670,55.992
162138,4/23/2016,Standard,GK-14620,351.51
162159,9/16/2016,First,CR-12625,121.78
162187,12/11/2016,Same Day,NS-18640,1252.636
162222,4/3/2016,Same Day,SR-20740,10.272
162236,11/4/2016,Second,ER-13855,1106.924
162313,11/27/2016,First,VB-21745,167.292
162348,11/10/2016,Standard,BF-11170,9.98
162355,6/30/2016,Second,PF-19165,1302.83
162383,9/5/2016,Standard,MD-17350,103.054
162390,12/6/2016,Standard,DP-13105,1671.08
162404,7/23/2016,Standard,NF-18475,11.416
162614,10/7/2016,Standard,TB-21250,27.264
162726,12/27/2016,Standard,MT-17815,34.048
162733,5/11/2016,First,TT-21070,5.98
162747,3/20/2016,Second,AH-10030,86.45
162901,3/28/2016,First,AS-10045,31.4
162943,7/24/2016,Second,DB-12970,253.764
163048,2/8/2016,Standard,MH-17440,241.5
163153,3/21/2016,Standard,DM-12955,100.716
163167,11/28/2016,Second,RF-19345,2673.69
163174,8/26/2016,Standard,XP-21865,186.54
163202,9/27/2016,Standard,BM-11650,2.907
163216,10/7/2016,First,AW-10930,4.928
163328,11/4/2016,Second,TP-21565,1465.032
163384,11/10/2016,First,CC-12430,45.616
163398,5/3/2016,Standard,CB-12415,55.972
163573,11/24/2016,First,AC-10450,1219.96
163594,4/12/2016,First,JF-15295,250.416
163636,12/5/2016,Second,MP-18175,3.536
163755,11/4/2016,Second,AS-10285,209.88
163776,7/19/2016,Standard,JS-16030,1110.5
163804,12/2/2016,Standard,DB-13270,2781.77
163937,1/10/2016,Second,JB-16000,24.85
163951,12/30/2016,First,CJ-11875,16.52
163972,10/17/2016,Standard,MG-17890,120.666
163986,9/3/2016,Standard,JJ-15445,54.5
164035,6/12/2016,Standard,CR-12730,23.12
164091,9/17/2016,Standard,LA-16780,547.33
164154,9/11/2016,Standard,NZ-18565,59.948
164350,9/10/2016,Second,CG-12040,67.56
164399,11/12/2016,First,DW-13480,878.328
164483,1/30/2016,Standard,JF-15490,17.456
164490,9/5/2016,Second,SU-20665,9.248
164511,11/19/2016,Standard,DJ-13630,147.912
164574,7/29/2016,Standard,RH-19555,732.156
164637,3/4/2016,Standard,RD-19480,128.4
164672,5/8/2016,Second,GB-14530,211.96
164735,4/14/2016,Second,TB-21400,81.2
164770,12/2/2016,Second,MY-18295,812.68
164784,5/1/2016,First,HF-14995,377.346
164889,6/3/2016,Second,CP-12340,71.088
164896,11/7/2016,Standard,PS-19045,12.9
164924,7/10/2016,Same Day,EA-14035,341.991
164938,2/11/2016,First,PB-19210,69.93
165015,2/25/2016,Second,BD-11725,46.72
165148,10/22/2016,First,PM-19135,31.4
165169,6/5/2016,Standard,JL-15235,386.48
165218,3/5/2016,Standard,RW-19630,162.344
165316,7/23/2016,Standard,JB-15400,324.387
165330,12/11/2016,Same Day,WB-21850,1937.924
165470,11/25/2016,Standard,HJ-14875,5.08
165484,10/23/2016,Standard,HK-14890,70.972
165561,11/24/2016,Standard,CR-12580,25.35
165673,5/15/2016,Second,MN-17935,15.232
165820,9/26/2016,Standard,DW-13585,12.96
165827,11/4/2016,Standard,MF-17665,50.496
165848,6/4/2016,Same Day,EN-13780,1562.694
165918,9/10/2016,Standard,BD-11770,143.24
165995,8/30/2016,Standard,BG-11740,387
166163,8/15/2016,Second,CY-12745,75.126
166226,11/18/2016,Standard,TC-21535,129.032
166240,6/24/2016,Standard,DH-13075,8.712
166275,10/24/2016,Same Day,SS-20590,199.99
166282,4/16/2016,Standard,PK-19075,158.256
166373,10/21/2016,Standard,JF-15565,106.08
166380,5/30/2016,Standard,EB-13750,138.53
166429,9/2/2016,Standard,TG-21310,999.98
166443,11/4/2016,First,LH-17020,38.29
166485,2/20/2016,Standard,AH-10210,16.496
166618,11/14/2016,Standard,DP-13000,37.63
166625,4/14/2016,First,JM-15580,25.06
166653,9/22/2016,Second,NP-18685,63.968
166674,4/1/2016,Second,RB-19360,560.78
166772,9/20/2016,Standard,HJ-14875,163.88
166912,1/15/2016,First,BE-11335,81.98
167115,4/4/2016,Standard,EH-14185,588.784
167241,8/15/2016,Standard,BD-11320,533.09
167290,10/30/2016,Standard,JF-15295,11.68
167416,5/12/2016,Standard,JM-15580,54.9
167507,12/22/2016,Standard,SA-20830,65.944
167556,3/29/2016,Standard,JM-15250,498.608
167584,8/12/2016,Same Day,LC-16870,6.48
167605,4/28/2016,Second,RB-19570,30.344
167682,4/3/2016,Standard,ZD-21925,331.08
167759,3/3/2016,Second,CC-12670,134.85
167983,8/21/2016,Second,RP-19270,33.44
168032,1/30/2016,Standard,DF-13135,2067.796
168046,1/25/2016,Second,JD-15895,831.502
168081,4/24/2016,Second,CA-12055,258.696
168354,9/19/2016,First,RH-19510,2545.12
168361,6/21/2016,Standard,KB-16600,0.836
168536,12/20/2016,Standard,SC-20800,66.3
168543,7/3/2016,Standard,DK-13225,706.86
168557,9/19/2016,Standard,FH-14275,8.928
168753,5/29/2016,Second,RL-19615,1002.7
168774,9/4/2016,Standard,RP-19855,535.41
168830,11/7/2016,Standard,ML-17395,479.97
168844,5/31/2016,Standard,NM-18520,186.852
168893,11/3/2016,Second,AP-10915,903.77
168921,10/20/2016,First,AG-10495,19.296
168956,2/16/2016,Standard,EA-14035,167.182
169026,8/8/2016,Standard,CM-12655,23.34
169103,3/8/2016,Standard,ZC-21910,1466.32
169166,5/9/2016,Standard,SS-20590,93.98
169194,6/20/2016,Standard,LH-16900,66.8
169215,7/14/2016,Second,RE-19450,29.61
169334,10/21/2016,Second,GW-14605,111.672
169663,3/10/2016,First,RH-19510,3384.45
169670,12/25/2016,Standard,JE-15715,2563.056
169824,12/12/2016,Standard,NS-18640,107.07
169838,11/25/2016,Standard,BB-11545,1745.91
169887,10/22/2016,Same Day,MS-17530,116.96
169922,6/11/2016,Standard,MZ-17515,22.16
169943,5/19/2016,Standard,BN-11515,821.224
169957,9/26/2016,Standard,SN-20710,366.78
169971,9/4/2016,Standard,IL-15100,66.288
100013,11/6/2017,Standard,ZC-21910,29.69
100055,5/28/2017,Standard,MD-17860,152.59
100097,11/26/2017,Second,MN-17935,1115.25
100111,9/20/2017,Standard,SV-20365,7359.918
100160,9/7/2017,Standard,CB-12025,49.688
100202,12/31/2016,Standard,BD-11620,302.376
100223,7/5/2017,Standard,LS-16945,396.394
100230,12/11/2017,Standard,AA-10375,149.872
100237,10/15/2017,Standard,SV-20815,11.68
100314,9/29/2017,Standard,AS-10630,372.446
100335,9/7/2017,Standard,NF-18595,73.008
100356,10/21/2017,Standard,SP-20920,23.992
100384,6/24/2017,Standard,NH-18610,421.42
100412,12/22/2017,Standard,SR-20425,141.96
100426,6/4/2017,Standard,DC-12850,12.48
100433,8/11/2017,Standard,SJ-20125,25.92
100524,3/31/2017,Second,CM-12115,782.4
100580,8/13/2017,Standard,MK-17905,36.024
100601,11/16/2017,Standard,JK-15370,48.86
100615,4/20/2017,Standard,SJ-20215,347.378
100622,11/3/2017,Standard,DK-13090,1030.742
100636,6/26/2017,Standard,DO-13435,272.94
100650,6/29/2017,Second,DK-13225,1295.78
100748,5/13/2017,Standard,RB-19795,58.48
100783,9/4/2017,Second,JK-16120,30.384
100811,11/21/2017,First,CC-12475,47.744
100825,9/9/2017,Standard,KD-16495,99.87
100902,11/17/2017,Standard,CK-12595,699.4
100951,6/9/2017,First,NC-18625,720.76
101014,8/29/2017,Standard,RW-19540,148.02
101042,11/19/2017,Standard,AB-10105,843.84
101049,6/21/2017,Second,AS-10240,59.176
101077,3/25/2017,Second,DB-13660,6.848
101182,9/4/2017,First,KB-16405,56.136
101210,8/25/2017,Second,DW-13540,13.152
101245,11/27/2017,Standard,LW-16990,410.71
101273,8/27/2017,Second,ST-20530,14.336
101308,10/2/2017,Standard,FG-14260,93.724
101322,12/28/2017,First,JG-15310,340.704
101434,6/20/2017,Standard,TR-21325,249.79
101483,7/29/2017,Second,AG-10675,61.216
101574,9/28/2017,Standard,BD-11725,9.24
101581,10/22/2017,Standard,DW-13195,177.225
101637,3/24/2017,Same Day,AC-10615,12.768
101665,11/25/2017,Standard,TZ-21580,5.16
101700,4/23/2017,First,SO-20335,30.352
101728,8/19/2017,Standard,SC-20575,2.296
101749,10/3/2017,Standard,AS-10045,171.288
101798,12/11/2017,Standard,MV-18190,63.34
101805,12/1/2017,Standard,SH-19975,627.84
101945,11/24/2017,Standard,GT-14710,10.824
101959,2/28/2017,Standard,DB-13660,17.62
102099,12/18/2017,First,EP-13915,51.99
102155,7/13/2017,Standard,RR-19525,373.94
102197,12/20/2017,Standard,DK-13150,364.272
102204,5/1/2017,Standard,CJ-12010,3740.51
102218,9/2/2017,Second,LW-17215,11.696
102267,11/30/2017,Standard,SC-20800,2.368
102309,9/23/2017,Second,DO-13645,212.91
102337,6/13/2017,First,SD-20485,683.022
102379,12/2/2017,Standard,BB-11545,1378.948
102407,12/9/2017,Second,AT-10435,1096.488
102414,5/15/2017,Second,JA-15970,49.896
102519,11/27/2017,First,BM-11650,190.67
102554,6/11/2017,Standard,KN-16705,3.76
102610,11/4/2017,Standard,CA-12265,248.396
102659,12/9/2017,Standard,LW-17215,54.9
102729,10/26/2017,Standard,BF-11215,55.616
102736,9/5/2017,Standard,LP-17095,177.08
102750,9/4/2017,Second,GM-14695,1322.352
102771,3/31/2017,Standard,DO-13435,84.95
102820,5/7/2017,Standard,CS-11950,419.944
102834,3/9/2017,Standard,LW-16990,199.98
102925,11/5/2017,Second,CD-12280,796.036
102946,6/30/2017,Standard,VP-21730,75.792
102967,9/22/2017,Standard,MG-17890,67.4
102974,9/19/2017,Standard,DP-13105,190.01
103009,11/3/2017,Second,PJ-18835,26.4
103065,10/20/2017,Same Day,PT-19090,59.824
103156,11/23/2017,First,TD-20995,24.048
103212,10/13/2017,First,MH-18025,1541.51
103352,11/27/2017,Second,RP-19390,114.414
103380,11/21/2017,Standard,BF-11005,739.736
103415,12/3/2017,Standard,MV-17485,13.592
103443,12/17/2017,Standard,AT-10735,315.896
103478,7/21/2017,Second,KL-16555,97.056
103499,11/20/2017,Standard,ES-14020,209.568
103506,7/23/2017,Standard,LR-17035,41.4
103520,9/23/2017,First,MH-17785,9.248
103611,9/12/2017,First,JM-15535,8.36
103765,11/24/2017,Standard,JG-15310,13.762
103877,9/7/2017,Standard,RD-19660,1577.94
103968,12/1/2017,Standard,ML-17755,629.64
104003,10/7/2017,Standard,DC-13285,307.666
104010,4/23/2017,First,TD-20995,54.9
104024,8/29/2017,Second,MD-17860,9.408
104066,12/5/2017,Standard,QJ-19255,205.03
104080,3/8/2017,Standard,AH-10210,174.56
104108,12/2/2017,Standard,RP-19855,12.16
104136,11/1/2017,Second,SF-20065,230.69
104220,1/30/2017,Standard,BV-11245,340.22
104318,5/13/2017,Standard,FH-14275,20.768
104381,12/16/2017,Standard,RD-19810,33.376
104388,7/5/2017,First,DK-12835,79.96
104577,5/12/2017,Standard,CK-12205,87.6
104619,1/24/2017,Standard,KD-16495,412.996
104640,11/10/2017,Standard,FH-14275,1362.056
104647,2/23/2017,Standard,CK-12595,37.44
104731,7/21/2017,Standard,AM-10705,951.98
104745,5/29/2017,Standard,GT-14755,79.344
104801,2/13/2017,Standard,FH-14350,914.12
104822,10/20/2017,Same Day,RB-19465,24.55
104850,6/13/2017,Standard,TW-21025,291.136
104864,11/18/2017,Second,JS-15685,552.856
104885,3/2/2017,Standard,DB-13555,627.48
104906,2/13/2017,Standard,JP-15460,17.94
104913,11/18/2017,Standard,DK-13090,74.95
104927,12/22/2017,Standard,AG-10330,108.13
105053,7/7/2017,Second,CS-12355,17.472
105074,6/24/2017,Standard,MB-17305,21.744
105130,11/21/2017,Standard,PJ-18835,52.496
105144,11/4/2017,Standard,SZ-20035,23.68
105193,3/25/2017,Standard,JL-15835,11.05
105214,6/16/2017,First,TS-21610,1231.5
105235,12/5/2017,Standard,SM-20950,334.52
105326,8/20/2017,Standard,KT-16480,25.92
105333,11/30/2017,Standard,VP-21730,899.11
105410,3/19/2017,First,ND-18370,976.828
105445,2/20/2017,Second,BP-11095,9.432
105480,12/20/2017,Standard,DK-13225,13.464
105487,10/8/2017,Standard,CS-12250,419.832
105543,11/24/2017,Same Day,BG-11695,33.29
105620,12/25/2017,First,JH-15430,141
105669,9/17/2017,Second,SJ-20125,1749.902
105809,2/20/2017,First,HW-14935,238.198
105823,6/22/2017,Standard,RB-19465,487.96
105851,3/13/2017,Standard,SE-20110,1332.496
105886,12/18/2017,Standard,DB-13660,18.96
105914,10/2/2017,Standard,PV-18985,1687.26
105921,8/14/2017,Standard,JM-15250,418.296
105991,5/5/2017,First,LH-17020,120.783
106033,10/15/2017,Second,FG-14260,87.92
106047,7/12/2017,Standard,CS-11860,3.816
106068,10/23/2017,Standard,RB-19330,337.818
106103,6/10/2017,Standard,SC-20305,132.52
106180,9/18/2017,Standard,SH-19975,163.38
106355,4/2/2017,First,AT-10435,11.12
106432,10/19/2017,Standard,CA-12265,330.4712
106537,8/12/2017,Standard,RH-19495,20.736
106691,11/6/2017,Standard,CC-12370,1.248
106747,7/3/2017,First,TS-21505,102.3
106782,12/21/2017,Standard,LP-17095,375.34
106824,7/7/2017,Standard,AT-10735,5.94
106831,6/1/2017,First,FH-14350,189.918
106852,6/20/2017,Standard,ST-20530,36.352
106859,3/13/2017,Second,BF-11215,780.086
106943,11/14/2017,Standard,FO-14305,8.64
106964,12/17/2017,First,HR-14770,11.808
107125,11/27/2017,Standard,BD-11320,136.328
107132,6/26/2017,Standard,SC-20260,913.168
107167,6/10/2017,Standard,ND-18460,1347.52
107174,11/6/2017,Standard,AB-10060,2595.388
107209,7/27/2017,Second,JW-15955,194.848
107244,9/7/2017,Standard,AG-10390,19.76
107265,4/6/2017,Standard,ML-17755,106.32
107293,9/5/2017,First,CS-12400,2.78
107314,11/30/2017,First,MZ-17335,25.83
107321,8/31/2017,Standard,AW-10930,696.08
107342,12/17/2017,Standard,VF-21715,28.16
107461,12/21/2017,Second,PK-19075,23.88
107503,1/1/2017,Standard,GA-14725,48.896
107517,2/5/2017,Standard,FC-14335,2011.9
107552,5/5/2017,Same Day,AI-10855,6.68
107629,12/14/2017,Same Day,DB-13060,457.176
107713,3/13/2017,Standard,JB-16000,174.3
107720,11/6/2017,Standard,VM-21685,46.26
107727,10/19/2017,Second,MA-17560,29.472
107748,12/10/2017,Second,AG-10330,108.8
107797,5/8/2017,Second,EB-13705,41.472
107825,11/18/2017,Same Day,NB-18655,143.48
107832,11/23/2017,Second,FH-14275,7.476
107853,5/26/2017,Standard,CD-11920,12.96
107874,11/21/2017,Standard,SW-20275,27.42
107909,9/1/2017,Standard,SS-20875,42.91
107958,7/2/2017,First,AH-10120,169.192
107986,12/13/2017,Same Day,MW-18220,31.44
108000,1/12/2017,Standard,LS-16945,9.78
108035,11/29/2017,Standard,TT-21070,491.888
108070,4/16/2017,Standard,JE-15745,308.753
108091,11/16/2017,Standard,EK-13795,23.36
108112,11/15/2017,Standard,DK-12895,559.2
108287,12/18/2017,First,AG-10330,12.672
108294,12/10/2017,Same Day,LS-16975,34.5
108322,4/30/2017,Standard,SS-20140,26.056
108329,12/9/2017,Standard,LE-16810,444.768
108441,6/12/2017,Standard,SB-20170,954.548
108539,3/21/2017,Second,SC-20725,745.28
108553,4/23/2017,Standard,SK-19990,244.65
108560,7/8/2017,Standard,JC-15385,1058.108
108574,10/7/2017,Standard,MG-18145,1324.574
108749,9/12/2017,First,DJ-13510,91.14
108756,12/25/2017,Standard,PO-18865,31.8
108791,7/27/2017,Standard,TM-21490,558.81
108854,12/8/2017,Standard,DM-13345,243.584
108910,9/24/2017,Standard,KC-16540,103.056
108931,9/14/2017,Standard,HZ-14950,20.12
109085,2/17/2017,First,CK-12325,1448.853
109099,10/6/2017,Standard,MM-18280,40.99
109183,12/4/2017,Standard,LR-16915,649
109211,4/4/2017,Standard,PS-19045,16.98
109393,6/30/2017,Second,JC-15775,435.999
109589,12/21/2017,First,BD-11635,71
109701,12/2/2017,Same Day,AM-10360,178.89
109715,12/9/2017,Standard,AH-10585,15.984
109750,7/22/2017,Standard,FH-14365,29.97
109757,9/4/2017,Second,MD-17350,49.704
109778,7/16/2017,Standard,VM-21685,2.912
109946,4/16/2017,Standard,PL-18925,16.52
109960,12/9/2017,Second,DB-13210,188.24
110198,5/1/2017,First,AG-10900,318.96
110212,5/1/2017,Standard,SJ-20125,48.9
